,mean_movement,median_movement,max_movement,movement_std,std_center_x,std_center_y,range_center_x,range_center_y,max_center_x,max_center_y,mean_width,std_width,min_width,max_width,width_change,mean_height,std_height,min_height,max_height,height_change,mean_area,std_area,min_area,max_area,area_change,mean_iou,std_iou,min_iou,class_transition_count,pg_el_count,observed_pg_el,first_pg_el_frame,last_pg_el_frame,longest_pg_el_run,early_mean_width,early_mean_height,early_mean_area,early_pg_el_count,middle_mean_width,middle_mean_height,middle_mean_area,middle_pg_el_count,late_mean_width,late_mean_height,late_mean_area,late_pg_el_count
mean_width,0.8008162520314237,0.7679518252780386,0.29409835929109546,0.6070311611165998,0.8830858145465386,0.40681969822637776,0.8739885010732718,0.4127334945012198,0.11437665185576011,0.06271261977414117,1.0,0.9572883807562811,0.3229257361207916,0.9425761105537771,0.9154672267754498,0.4546106017053198,0.4534813341353345,0.04884607235978539,0.4608317474683986,0.44899299473430077,0.8320079329176244,0.8122748013287474,0.2655145302902471,0.7928186210739477,0.7753033886418472,-0.7345505698556717,0.44419443057182617,-0.2225359211255097,0.18340479749344682,0.5014370209104756,0.3546674015892411,-0.0876855055108085,0.35466740158924065,0.5022379871481288,0.3433204236335883,0.08478684336988725,0.2836246582064585,0.4716719940451686,0.9016575809908427,0.40210759671855373,0.7645063837845579,0.4802779360897789,0.9858353244353785,0.45392893038693005,0.823592366181722,0.37904700926739304
std_width,0.8219528411813842,0.7793369361729455,0.30236471263370446,0.6331682979919729,0.9098450733389869,0.40454972684521406,0.9163553438594966,0.4118474260072343,0.13976130750499208,0.07143104257634193,0.9572883807562811,1.0,0.09147051684595997,0.9829402782135616,0.9751999171153789,0.4568046994965497,0.45063200703823275,0.05148751469075887,0.459837867912728,0.4503390127349753,0.8194427766052262,0.827978906150636,0.10448219480825653,0.8148284659922572,0.8047980187355815,-0.7653569631906075,0.4766751117840139,-0.2464935136899522,0.17668915969117693,0.4945113941946288,0.35164975872986837,-0.08242274497130764,0.35164975872986887,0.49526026994413974,0.10852693150183515,0.07685175167780009,0.11964584188697693,0.468251249383844,0.7536027822534549,0.41608218946888054,0.6925106554500727,0.4724485673079426,0.9908718974096539,0.4539687812514962,0.8260098172735891,0.3732497621827273
min_width,0.11964270655252435,0.06837792364225355,0.10697314518925015,0.13677879527524184,0.1294116292849586,0.03380588536742107,0.12454494074890488,0.03607456537985307,-0.04016868846802475,-0.05769635174508717,0.3229257361207916,0.09147051684595997,1.0,0.15469176204654692,0.07813861531346468,0.042273013293181616,0.06371945360253672,0.02268862262662491,0.05698093731360037,0.04500201891497032,0.16556508426492647,0.1071696108212816,0.7138939413020133,0.11248868325697418,0.08527542303378531,-0.07944689755387478,0.037517382351722806,0.00014907263225080557,0.06935602615579922,0.08852129130554287,0.07452603283776035,0.007852083759772562,0.07452603283776038,0.0886888852719606,0.9454347687222006,0.04103865979003524,0.6657581836422344,-0.021564671368329145,0.49992144748353584,-0.023711190634362844,0.23754639882119274,0.11807278171161666,0.18664940064310187,0.054064621713651,0.12758738388235305,0.09364181695376862
max_width,0.8279861362478996,0.7690298526985313,0.31555947727435296,0.6493688329748464,0.8981618971445322,0.40038366478847626,0.922565946815846,0.4079922911718818,0.1452409941300395,0.05579048262068445,0.9425761105537771,0.9829402782135616,0.15469176204654692,1.0,0.9895776382526619,0.4597462736368836,0.45636938121225257,0.04397605960125638,0.4678610580281309,0.4589653816350589,0.80554783676783,0.8210378040122748,0.14318186798622448,0.8316996717901781,0.822759838162008,-0.7801506413948163,0.4990767825617273,-0.2688991487579109,0.19403164588802518,0.5053793802258629,0.3665921680857743,-0.06973854016956971,0.36659216808577466,0.5060478747551626,0.17175844721197608,0.07012922846127392,0.15756821790218722,0.4527320513963565,0.7388662655799508,0.4131799426527381,0.6763049065025145,0.4892713092191347,0.9698161997569278,0.4590131416173663,0.8110352821950926,0.38989657473249667
width_change,0.8199912841097535,0.7675687254177176,0.3108770995206915,0.6384581780327698,0.8839067917775246,0.3964418986762352,0.9115470165588191,0.4053105845222377,0.1470580252984093,0.060721649738040916,0.9154672267754498,0.9751999171153789,0.07813861531346468,0.9895776382526619,1.0,0.45355454252527816,0.44805907830981534,0.0417637940354796,0.4606626610655555,0.4607556841295464,0.7802959204140298,0.799836996647215,0.08744569363050472,0.8136545239060493,0.8287340158127667,-0.7747447361474701,0.4821622364250641,-0.2480223025020726,0.19205157395514114,0.5034061980162815,0.36475489624981877,-0.0702657307958401,0.3647548962498188,0.5040424149655457,0.09509093630688875,0.0649713401373903,0.10211697383136716,0.4580806414664471,0.6951523224925896,0.41370867263582406,0.6502899678514517,0.485041002644752,0.9542728258038126,0.4517409691618065,0.7883028485583374,0.3866241385786773
mean_height,0.7763693282394968,0.7256053292947101,0.2276646006928144,0.5595514908139121,0.45658484807095767,0.862425059510109,0.4640230765530532,0.8519294158701907,0.05685019749618618,0.059850946894491004,0.4546106017053198,0.4568046994965497,0.042273013293181616,0.4597462736368836,0.45355454252527816,1.0,0.9546908253949654,0.2815284299168854,0.940114798607552,0.9222917059893533,0.8225712970208456,0.7955012253462169,0.22629232008998046,0.7682181253249004,0.7652034178965661,-0.716935468459353,0.3581577268461444,-0.14044338285859698,0.19796307967378884,0.5049919388019675,0.35364547370707583,-0.0960419566234003,0.35364547370707533,0.5051712591278831,0.07479995190797399,0.31189839895107907,0.2519327235510187,0.4904334008296066,0.4060465063417125,0.8898236146448097,0.7812203171342639,0.48171568203937604,0.4572466488771589,0.9844727342752277,0.8118257863599756,0.3746954500396214
std_height,0.7984138542245676,0.7310184490667824,0.2327249946571172,0.5857142589545772,0.44785091308123415,0.8987880448039778,0.45294086052560856,0.9059125574318702,0.055726236528387665,0.07248297586605543,0.4534813341353345,0.45063200703823275,0.06371945360253672,0.45636938121225257,0.44805907830981534,0.9546908253949654,1.0,0.053279935971917027,0.9831788337139709,0.9810924237054957,0.8063047326501976,0.8117344997826996,0.08519485507006,0.7903997783482672,0.7899464018060534,-0.7541365966525932,0.40499758683101744,-0.17250971406880716,0.19651872816004917,0.5069943008348603,0.35833410330708243,-0.08974097560845211,0.35833410330708293,0.5072165843637126,0.08764943199002104,0.07898840754592712,0.10495153192004218,0.4735955527541236,0.41212850772045967,0.7336676482030361,0.6895741865131022,0.4896608068517202,0.4531816926055012,0.9908766951604322,0.8121305174948665,0.38089427315730323
min_height,0.06949578356515218,0.04817006652835585,0.048249797665182316,0.07796210697893388,0.04795221480089503,0.09220653263161986,0.05550664158838335,0.08536682521589839,0.04475859673097016,-0.014240919538311221,0.04884607235978539,0.05148751469075887,0.02268862262662491,0.04397605960125638,0.0417637940354796,0.2815284299168854,0.053279935971917027,1.0,0.12188761960402876,0.05659185071956382,0.14351419415610786,0.07719298829595392,0.6946887074694803,0.08460076295133752,0.07146072884879642,0.002723794750702077,-0.09164133456215943,0.09746593669275637,0.017898113024400385,0.009002564200364313,0.0040185742527741,-0.006005744587834149,0.004018574252774451,0.008785524066527483,0.039095747722113994,0.9396371348009473,0.6559490045602233,0.012013844472783006,0.023250104341344762,0.4208400571352581,0.23726699351543107,0.009032644634479264,0.050636593858624374,0.14843986163761805,0.10304720575296276,0.004271157697831617
max_height,0.8051514318438895,0.7262359349004748,0.23781508236650878,0.5993453309137634,0.44635001551041437,0.8872525007205765,0.45201018392394304,0.9153934253844923,0.06120200389287245,0.07762042633751358,0.4608317474683986,0.459837867912728,0.05698093731360037,0.4678610580281309,0.4606626610655555,0.940114798607552,0.9831788337139709,0.12188761960402876,1.0,0.9946809990578395,0.7948661494741834,0.807574245069706,0.1286121825296961,0.808756303778337,0.8090972694863526,-0.7632160714916817,0.4109680607698948,-0.17652780945050545,0.19742688539133607,0.5115545857875723,0.3657061466017049,-0.08196946465711039,0.3657061466017042,0.5117577532462598,0.08450131332331517,0.149330058279103,0.15041398236367037,0.46851698548985954,0.4141003089691548,0.7110995349827846,0.6679851719821621,0.4955268496141606,0.46206006900887764,0.9713293423740352,0.8003920254190462,0.388297008564969
height_change,0.7983336548500146,0.7236380175552479,0.23440311431747562,0.5905902286056256,0.43573726436177573,0.8823131771188831,0.4417151175953518,0.9124992833372606,0.057991424533878906,0.07974408441542817,0.44899299473430077,0.4503390127349753,0.04500201891497032,0.4589653816350589,0.4607556841295464,0.9222917059893533,0.9810924237054957,0.05659185071956382,0.9946809990578395,1.0,0.7757616324781431,0.7935313404962668,0.07498252102954808,0.7965838110939834,0.8106219804770518,-0.7612717061111901,0.4058505376608006,-0.17011536911327543,0.1971378248476226,0.5138202293061147,0.36783476122886705,-0.08131158853168215,0.36783476122886666,0.5140370814610753,0.06951671837303848,0.08175799353837465,0.094788604098411,0.4710932487787585,0.4017342488565862,0.6834414306612395,0.6439866899167622,0.4971164597885409,0.4518755223888304,0.9630038811883127,0.7843450448685152,0.39036223574068935
mean_area,0.8802868542083294,0.8366465454595744,0.29201089779851136,0.6542112897334051,0.7804976696287481,0.7295171872227082,0.774524401586643,0.7217994533460754,0.10343788902140356,0.06946669544103828,0.8320079329176244,0.8194427766052262,0.16556508426492647,0.80554783676783,0.7802959204140298,0.8225712970208456,0.8063047326501976,0.14351419415610786,0.7948661494741834,0.7757616324781431,1.0,0.9854936844976919,0.21857627815613956,0.9517917795882538,0.9272593884652213,-0.7900302465899257,0.4497932211253018,-0.2245570378167923,0.1748957687353287,0.5006004668558447,0.3373074922312614,-0.12181896885311273,0.33730749223126094,0.5011734024305403,0.1885441011934372,0.1742369371689032,0.23837040453046293,0.5156972828619578,0.739638614856992,0.7265987558374215,0.9004023890741566,0.4725082317228432,0.8324176990300279,0.8194705016962122,0.9965680650059753,0.35928335377243387
std_area,0.8874743312200936,0.8294875620100453,0.30037119475951923,0.6742026896642574,0.7826319743939985,0.7309595882487189,0.7836225632394039,0.7344441884516121,0.11536164419871625,0.0711077850204745,0.8122748013287474,0.827978906150636,0.1071696108212816,0.8210378040122748,0.799836996647215,0.7955012253462169,0.8117344997826996,0.07719298829595392,0.807574245069706,0.7935313404962668,0.9854936844976919,1.0,0.13130016273404374,0.9811611137160751,0.9582159721961901,-0.8051512972073734,0.47660820585216385,-0.24949680786050513,0.16708195598199796,0.485939595582915,0.328720496750828,-0.11550916497294648,0.32872049675082776,0.4864985567392784,0.12533002012766928,0.1013744325373259,0.14691407738733192,0.49361740400667947,0.6831364195259408,0.6575140360131998,0.8229779066396034,0.4614952732701277,0.8274700438463035,0.810551715483795,0.9946546101540966,0.34989263774654467
min_area,0.1403558400748268,0.08554486948403081,0.1136765165124611,0.1558293802366932,0.12911748232054673,0.08890171468033456,0.13037013533831596,0.08788098754959231,0.0024882462853172155,-0.04202676493059757,0.2655145302902471,0.10448219480825653,0.7138939413020133,0.14318186798622448,0.08744569363050472,0.22629232008998046,0.08519485507006,0.6946887074694803,0.1286121825296961,0.07498252102954808,0.21857627815613956,0.13130016273404374,1.0,0.13953441778293235,0.11191093864299852,-0.06669302600494174,-0.023512708570165478,0.0577385060855801,0.07221400843014258,0.08323101894550879,0.07237705384690765,0.012509875456960801,0.072377053846908,0.08320157615470494,0.6998955064029884,0.6818386110278127,0.9335952188863034,-0.0039643377113725555,0.3697288787183447,0.2718250332502607,0.3320705338093993,0.10385805039853908,0.1706846524924285,0.14330149041616175,0.16366574642366746,0.08598743874183154
max_area,0.8797760935016611,0.8117969637806202,0.30633335140177753,0.6799485868699818,0.7661828129878367,0.7040424941439106,0.7771344593040004,0.7207177686379548,0.12116169524971014,0.06462200661893748,0.7928186210739477,0.8148284659922572,0.11248868325697418,0.8316996717901781,0.8136545239060493,0.7682181253249004,0.7903997783482672,0.08460076295133752,0.808756303778337,0.7965838110939834,0.9517917795882538,0.9811611137160751,0.13953441778293235,1.0,0.9821378606510086,-0.8049119699994716,0.4919837087453885,-0.2730888046390334,0.16987314631839517,0.48175920026197877,0.3283173225682225,-0.10960120977187911,0.3283173225682229,0.4822665439939654,0.13122665085255208,0.1075310229726581,0.15541406003588618,0.48128389146468936,0.6595788558757868,0.6237606156449884,0.7798214543120205,0.45955082231510724,0.8083905208485536,0.784565849445426,0.962206084374677,0.34951990467713895
area_change,0.8790510275684792,0.815417723080012,0.31057529331159844,0.6774024853833506,0.7509373955874606,0.7065446449914102,0.7655772329463325,0.726035692977976,0.11867927584611777,0.06932311188965895,0.7753033886418472,0.8047980187355815,0.08527542303378531,0.822759838162008,0.8287340158127667,0.7652034178965661,0.7899464018060534,0.07146072884879642,0.8090972694863526,0.8106219804770518,0.9272593884652213,0.9582159721961901,0.11191093864299852,0.9821378606510086,1.0,-0.8068118097275477,0.4730930727644202,-0.24248763772496343,0.17211454960100953,0.48775807416970535,0.3320739308584517,-0.11166085911599503,0.3320739308584519,0.48825448114005315,0.10555143940276512,0.09454950191580566,0.1292100873011303,0.4914016425500567,0.6347495928747291,0.6207268574154988,0.7592345245258553,0.4636404741900774,0.7951639163143222,0.7829053981088365,0.9383595526649688,0.3531632975000969
mean_iou,-0.9428859435885518,-0.8247556823690267,-0.38746466789357753,-0.7674535336269614,-0.7094521084839216,-0.6675246259420204,-0.740587518257107,-0.6967520812672648,-0.126529049684869,-0.09368884674699367,-0.7345505698556717,-0.7653569631906075,-0.07944689755387478,-0.7801506413948163,-0.7747447361474701,-0.716935468459353,-0.7541365966525932,0.002723794750702077,-0.7632160714916817,-0.7612717061111901,-0.7900302465899257,-0.8051512972073734,-0.06669302600494174,-0.8049119699994716,-0.8068118097275477,1.0,-0.6889859604142733,0.3403701603298879,-0.297855984966608,-0.7105309443462704,-0.5609897264710242,0.005622718155793558,-0.5609897264710237,-0.7111507993386758,-0.12941849455066898,-0.05406147229119393,-0.11530205216645192,-0.5529959919014764,-0.5867917081270998,-0.5629381935742312,-0.6619372500771703,-0.6937098878819146,-0.7537230745175422,-0.7416585553703632,-0.7971656991780878,-0.5914253137176498
std_iou,0.6253867503328218,0.44525417524547156,0.7402467768910478,0.8316716614334514,0.4615191186843559,0.36354817381885435,0.5000825253808697,0.39392694084961144,0.07899987728758678,0.11570011347469836,0.44419443057182617,0.4766751117840139,0.037517382351722806,0.4990767825617273,0.4821622364250641,0.3581577268461444,0.40499758683101744,-0.09164133456215943,0.4109680607698948,0.4058505376608006,0.4497932211253018,0.47660820585216385,-0.023512708570165478,0.4919837087453885,0.4730930727644202,-0.6889859604142733,1.0,-0.8530631356636464,0.21266887509019344,0.45505288338972916,0.3932303962817529,0.06563998880163226,0.39323039628175294,0.45545469523919496,0.08818244880977498,-0.046574354222042896,0.02812171148257681,0.32231108602115216,0.33546062000475024,0.25359437633373305,0.3426637716204601,0.43945196389418373,0.459200690318353,0.3848438351077633,0.46015222497717695,0.4027516415580759
min_iou,-0.32506677709197396,-0.20394643763312043,-0.7982991349282745,-0.6484942146202043,-0.24506509085320538,-0.14859341248954105,-0.2768160690232047,-0.17133452223467555,-0.008839351000353872,-0.09026451603527258,-0.2225359211255097,-0.2464935136899522,0.00014907263225080557,-0.2688991487579109,-0.2480223025020726,-0.14044338285859698,-0.17250971406880716,0.09746593669275637,-0.17652780945050545,-0.17011536911327543,-0.2245570378167923,-0.24949680786050513,0.0577385060855801,-0.2730888046390334,-0.24248763772496343,0.3403701603298879,-0.8530631356636464,1.0,-0.06736985251415026,-0.1696663510902809,-0.1356131680978233,-0.0024684159262531205,-0.13561316809782276,-0.16972318369482883,-0.03190490615616916,0.07711158297117983,0.026735970089410716,-0.15833454131167854,-0.16374376411305208,-0.0931002488986037,-0.1571318560872431,-0.1572895061504217,-0.23227484931831113,-0.1584490484746828,-0.23331226069467403,-0.13453844135046103
class_transition_count,0.25042023660543955,0.18120828039953923,0.07472662795910875,0.19699232832155592,0.15762066815412282,0.1839698954391747,0.1660208065465435,0.1847480242286018,0.044286670223071437,0.0588384196509292,0.18340479749344682,0.17668915969117693,0.06935602615579922,0.19403164588802518,0.19205157395514114,0.19796307967378884,0.19651872816004917,0.017898113024400385,0.19742688539133607,0.1971378248476226,0.1748957687353287,0.16708195598199796,0.07221400843014258,0.16987314631839517,0.17211454960100953,-0.297855984966608,0.21266887509019344,-0.06736985251415026,1.0,0.5494377502885346,0.6408479849309525,0.4011810325081806,0.6408479849309519,0.5406697434016297,0.10057899101650779,0.050852061451791504,0.09470732069922198,0.20626505332804312,0.1582027608031624,0.16746313063403634,0.1707393336988867,0.5012359039590117,0.1786449606383865,0.19815639197763166,0.170318631505336,0.6257274621211818
pg_el_count,0.635020275474514,0.5362660591985827,0.20230277269687438,0.4766740017558071,0.4533686670560179,0.45388854387265065,0.4681302384736006,0.46104659836058304,0.06209031563564665,0.05853439836780041,0.5014370209104756,0.4945113941946288,0.08852129130554287,0.5053793802258629,0.5034061980162815,0.5049919388019675,0.5069943008348603,0.009002564200364313,0.5115545857875723,0.5138202293061147,0.5006004668558447,0.485939595582915,0.08323101894550879,0.48175920026197877,0.48775807416970535,-0.7105309443462704,0.45505288338972916,-0.1696663510902809,0.5494377502885346,1.0,0.8752066447644922,0.16442148042091445,0.8752066447644917,0.9999022135313544,0.13524803210259734,0.06930588803265608,0.12580168424316648,0.668345239105322,0.44440169503858057,0.4364200714584616,0.4852422756973381,0.9604512538391488,0.4998148845063365,0.5093075348049895,0.49378320738893605,0.9143022708167812
observed_pg_el,0.47095148599037584,0.35874652536203205,0.14689888371500498,0.3701009935446371,0.3212325666176206,0.31212543482272326,0.33582804121825677,0.32103937953700507,0.04583369638643447,0.05141131838218232,0.3546674015892411,0.35164975872986837,0.07452603283776035,0.3665921680857743,0.36475489624981877,0.35364547370707583,0.35833410330708243,0.0040185742527741,0.3657061466017049,0.36783476122886705,0.3373074922312614,0.328720496750828,0.07237705384690765,0.3283173225682225,0.3320739308584517,-0.5609897264710242,0.3932303962817529,-0.1356131680978233,0.6408479849309525,0.8752066447644922,1.0,0.6209382488857179,0.9999999999999997,0.8749782784799547,0.12320164917116859,0.06470209544156283,0.11569075837597291,0.3598885592578271,0.30310110097117876,0.2927644332098636,0.3176238840105011,0.8007274232005224,0.3532982195883409,0.3582317831563553,0.3327896002850871,0.97574174724552
first_pg_el_frame,-0.06689623540002573,-0.1356977775022252,-0.027449908188079818,-0.01626901738596525,-0.07789332186193511,-0.09822992022270913,-0.07194870557016195,-0.09163123484569477,-0.00741650171956258,0.008733785884790972,-0.0876855055108085,-0.08242274497130764,0.007852083759772562,-0.06973854016956971,-0.0702657307958401,-0.0960419566234003,-0.08974097560845211,-0.006005744587834149,-0.08196946465711039,-0.08131158853168215,-0.12181896885311273,-0.11550916497294648,0.012509875456960801,-0.10960120977187911,-0.11166085911599503,0.005622718155793558,0.06563998880163226,-0.0024684159262531205,0.4011810325081806,0.16442148042091445,0.6209382488857179,1.0,0.6209382488857174,0.16434918232428283,0.03159486710997721,0.020116637361996863,0.0320713760027874,-0.34862286386942987,-0.10081911529246358,-0.109308352795663,-0.13739688889536245,0.07660578940505816,-0.08771251846101999,-0.09368585887124205,-0.11995161590211417,0.5080643499335399
