group,track_id,total_frames,mean_match_cost,max_match_cost,mean_center_distance,max_center_distance,mean_iou,min_iou,suspicious,suspicion_reason
zm1_10,5,97,0.0012228382644428278,0.015278616411798,0.00017884517528971854,0.0017917211358171,0.99683831742713,0.9596742923613804,False,
zm1_10,6,97,0.0008354107973954278,0.0119791666666666,0.00012249229385363403,0.0016025641025641,0.997840597696027,0.96875,False,
zm1_10,7,97,0.0003127823699230474,0.005250563063063,4.956383822362887e-05,0.000801282051282,0.9991983832140637,0.9864864864864864,False,
zm1_10,8,97,0.0005171498848160711,0.0107692307692307,5.782447792756701e-05,0.000801282051282,0.9986298172166767,0.9692307692307692,False,
zm1_10,9,97,0.0010186001578342092,0.0157516891891892,0.00016521279407876493,0.0024038461538461,0.9973965375951914,0.9594594594594594,False,
zm1_10,10,97,0.0006978511946036783,0.0104171305298442,9.428870574256907e-05,0.0011331839442092,0.9981812470403685,0.9723412543825476,False,
zm1_11,1,97,0.002391333768768374,0.0298467159419057,0.00028994796994161545,0.0043150359031526,0.993706092604839,0.9227373068432672,False,
zm1_11,2,97,0.0004014816277603928,0.0096261820678063,6.124614692681649e-05,0.0011331839442092,0.9989666524792629,0.9746011071312276,False,
zm1_11,3,97,0.00045136187689465677,0.005126096491228,7.43457573354433e-05,0.000801282051282,0.9988484653296382,0.986842105263158,False,
zm1_11,4,97,0.0014741637685201237,0.0106861663379295,0.00020025972018832577,0.0011331839442092,0.9961600144274351,0.9715725806451612,False,
zm1_11,5,97,0.002989345953844528,0.0263624240852463,0.0004217454953786557,0.0033995518326276,0.9922422531947189,0.9309922417313188,False,
zm1_11,6,97,0.001016260685341768,0.0093333333333333,0.00014385254396619794,0.0011331839442092,0.9973635527663892,0.9733333333333334,False,
zm1_11,7,97,0.0012029661318507588,0.014493161939287,0.00018079524779747834,0.0017917211358171,0.9968987165120503,0.961918447997126,False,
zm1_11,8,97,0.000699132089113201,0.0108538716165219,9.28714040371299e-05,0.0011331839442092,0.9981749552100312,0.971093422706326,False,
