group,frame,pg_el,pg_im
pg2_9,95,5,5
pg2_9,96,5,5
pg2_9,97,5,5
pg3_1,1,0,10
pg3_1,2,0,10
pg3_1,3,0,10
pg3_1,4,0,10
pg3_1,5,0,10
pg3_1,6,0,10
pg3_1,7,0,10
pg3_1,8,0,10
pg3_1,9,0,10
pg3_1,10,0,10
pg3_1,11,0,10
pg3_1,12,0,10
pg3_1,13,0,10
pg3_1,14,0,10
pg3_1,15,1,9
pg3_1,16,1,9
pg3_1,17,2,8
pg3_1,18,2,8
pg3_1,19,2,8
pg3_1,20,5,5
pg3_1,21,5,5
pg3_1,22,5,5
pg3_1,23,5,5
pg3_1,24,5,5
pg3_1,25,6,4
pg3_1,26,6,4
pg3_1,27,6,4
pg3_1,28,6,4
pg3_1,29,6,4
pg3_1,30,6,4
pg3_1,31,7,3
pg3_1,32,6,4
pg3_1,33,6,4
pg3_1,34,7,3
pg3_1,35,7,3
pg3_1,36,8,2
pg3_1,37,9,1
pg3_1,38,9,1
pg3_1,39,9,1
pg3_1,40,9,1
pg3_1,41,9,1
pg3_1,42,9,1
pg3_1,43,9,1
pg3_1,44,9,1
pg3_1,45,9,1
pg3_1,46,9,1
pg3_1,47,9,1
pg3_1,48,9,1
pg3_1,49,9,1
pg3_1,50,9,1
pg3_1,51,9,1
pg3_1,52,9,1
pg3_1,53,9,1
pg3_1,54,9,1
pg3_1,55,9,1
pg3_1,56,9,1
pg3_1,57,9,1
pg3_1,58,9,1
pg3_1,59,9,1
pg3_1,60,9,1
pg3_1,61,9,1
pg3_1,62,9,1
pg3_1,63,9,1
pg3_1,64,9,1
pg3_1,65,9,1
pg3_1,66,9,1
pg3_1,67,9,1
pg3_1,68,9,1
pg3_1,69,9,1
pg3_1,70,9,1
pg3_1,71,9,1
pg3_1,72,9,1
pg3_1,73,9,1
pg3_1,74,9,1
pg3_1,75,9,1
pg3_1,76,9,1
pg3_1,77,9,1
pg3_1,78,9,1
pg3_1,79,9,1
pg3_1,80,9,1
pg3_1,81,9,1
pg3_1,82,9,1
pg3_1,83,9,1
pg3_1,84,9,1
pg3_1,85,9,1
pg3_1,86,9,1
pg3_1,87,9,1
pg3_1,88,9,1
pg3_1,89,9,1
pg3_1,90,9,1
pg3_1,91,9,1
pg3_1,92,9,1
pg3_1,93,9,1
pg3_1,94,9,1
pg3_1,95,9,1
pg3_1,96,9,1
pg3_1,97,9,1
pg3_10,1,0,10
pg3_10,2,0,10
pg3_10,3,0,10
pg3_10,4,0,10
pg3_10,5,0,10
pg3_10,6,0,10
pg3_10,7,0,10
pg3_10,8,0,10
pg3_10,9,0,10
pg3_10,10,0,10
pg3_10,11,0,10
pg3_10,12,0,10
pg3_10,13,0,10
pg3_10,14,1,9
pg3_10,15,1,9
pg3_10,16,2,8
pg3_10,17,4,6
pg3_10,18,6,4
pg3_10,19,6,4
pg3_10,20,6,4
pg3_10,21,6,4
pg3_10,22,6,4
pg3_10,23,6,4
pg3_10,24,6,4
pg3_10,25,6,4
pg3_10,26,6,4
pg3_10,27,6,4
pg3_10,28,6,4
pg3_10,29,6,4
pg3_10,30,6,4
pg3_10,31,6,4
pg3_10,32,6,4
pg3_10,33,6,4
pg3_10,34,6,4
pg3_10,35,6,4
pg3_10,36,6,4
pg3_10,37,6,4
pg3_10,38,6,4
pg3_10,39,6,4
pg3_10,40,6,4
pg3_10,41,6,4
pg3_10,42,6,4
pg3_10,43,6,4
pg3_10,44,6,4
pg3_10,45,6,4
pg3_10,46,6,4
pg3_10,47,6,4
pg3_10,48,6,4
pg3_10,49,6,4
pg3_10,50,6,4
pg3_10,51,6,4
pg3_10,52,6,4
pg3_10,53,6,4
pg3_10,54,6,4
pg3_10,55,6,4
pg3_10,56,7,3
pg3_10,57,7,3
pg3_10,58,7,3
pg3_10,59,7,3
pg3_10,60,7,3
pg3_10,61,7,3
pg3_10,62,7,3
pg3_10,63,7,3
pg3_10,64,7,3
pg3_10,65,7,3
pg3_10,66,7,3
pg3_10,67,7,3
pg3_10,68,7,3
pg3_10,69,7,3
pg3_10,70,7,3
pg3_10,71,7,3
pg3_10,72,7,3
pg3_10,73,7,3
pg3_10,74,7,3
pg3_10,75,7,3
pg3_10,76,7,3
pg3_10,77,7,3
pg3_10,78,7,3
pg3_10,79,7,3
pg3_10,80,7,3
pg3_10,81,7,3
pg3_10,82,7,3
pg3_10,83,7,3
pg3_10,84,7,3
pg3_10,85,7,3
pg3_10,86,7,3
pg3_10,87,7,3
pg3_10,88,7,3
pg3_10,89,7,3
pg3_10,90,7,3
pg3_10,91,7,3
pg3_10,92,7,3
pg3_10,93,7,3
pg3_10,94,7,3
pg3_10,95,7,3
pg3_10,96,7,3
pg3_10,97,7,3
pg3_11,1,0,10
pg3_11,2,0,10
pg3_11,3,0,10
pg3_11,4,0,10
pg3_11,5,0,10
pg3_11,6,0,10
pg3_11,7,0,10
pg3_11,8,0,10
pg3_11,9,0,10
pg3_11,10,0,10
pg3_11,11,1,9
pg3_11,12,1,9
pg3_11,13,1,9
pg3_11,14,1,9
pg3_11,15,1,9
pg3_11,16,1,9
pg3_11,17,2,8
pg3_11,18,3,7
pg3_11,19,3,7
pg3_11,20,4,6
pg3_11,21,5,5
pg3_11,22,5,5
pg3_11,23,6,4
pg3_11,24,6,4
pg3_11,25,6,4
pg3_11,26,6,4
pg3_11,27,7,3
pg3_11,28,7,3
pg3_11,29,7,3
pg3_11,30,7,3
pg3_11,31,7,3
pg3_11,32,7,3
pg3_11,33,7,3
pg3_11,34,7,3
pg3_11,35,7,3
pg3_11,36,7,3
pg3_11,37,7,3
pg3_11,38,8,2
pg3_11,39,8,2
pg3_11,40,8,2
pg3_11,41,8,2
pg3_11,42,8,2
pg3_11,43,8,2
pg3_11,44,8,2
pg3_11,45,8,2
pg3_11,46,8,2
pg3_11,47,8,2
pg3_11,48,8,2
pg3_11,49,8,2
pg3_11,50,8,2
pg3_11,51,8,2
pg3_11,52,8,2
pg3_11,53,8,2
pg3_11,54,8,2
pg3_11,55,8,2
pg3_11,56,8,2
pg3_11,57,8,2
pg3_11,58,8,2
pg3_11,59,8,2
pg3_11,60,8,2
pg3_11,61,8,2
pg3_11,62,8,2
pg3_11,63,8,2
pg3_11,64,8,2
pg3_11,65,8,2
pg3_11,66,8,2
pg3_11,67,8,2
pg3_11,68,8,2
pg3_11,69,8,2
pg3_11,70,8,2
pg3_11,71,8,2
pg3_11,72,8,2
pg3_11,73,8,2
pg3_11,74,8,2
pg3_11,75,8,2
pg3_11,76,8,2
pg3_11,77,8,2
pg3_11,78,8,2
pg3_11,79,8,2
pg3_11,80,8,2
pg3_11,81,8,2
pg3_11,82,8,2
pg3_11,83,8,2
pg3_11,84,8,2
pg3_11,85,8,2
pg3_11,86,8,2
pg3_11,87,8,2
pg3_11,88,8,2
pg3_11,89,8,2
pg3_11,90,8,2
pg3_11,91,8,2
pg3_11,92,8,2
pg3_11,93,8,2
pg3_11,94,8,2
pg3_11,95,8,2
pg3_11,96,8,2
pg3_11,97,8,2
pg3_12,1,0,10
pg3_12,2,0,10
pg3_12,3,0,10
pg3_12,4,0,10
pg3_12,5,0,10
pg3_12,6,0,10
pg3_12,7,0,10
pg3_12,8,0,10
pg3_12,9,0,10
pg3_12,10,0,10
pg3_12,11,0,10
pg3_12,12,0,10
pg3_12,13,0,10
pg3_12,14,0,10
pg3_12,15,2,8
pg3_12,16,3,7
pg3_12,17,3,7
pg3_12,18,4,6
pg3_12,19,4,6
pg3_12,20,4,6
pg3_12,21,4,6
pg3_12,22,5,5
pg3_12,23,5,5
pg3_12,24,6,4
pg3_12,25,6,4
pg3_12,26,6,4
pg3_12,27,6,4
pg3_12,28,6,4
pg3_12,29,6,4
pg3_12,30,6,4
pg3_12,31,7,3
pg3_12,32,7,3
pg3_12,33,7,3
pg3_12,34,7,3
pg3_12,35,7,3
pg3_12,36,7,3
pg3_12,37,7,3
pg3_12,38,7,3
pg3_12,39,7,3
pg3_12,40,7,3
pg3_12,41,7,3
pg3_12,42,7,3
pg3_12,43,7,3
pg3_12,44,7,3
pg3_12,45,7,3
pg3_12,46,7,3
pg3_12,47,7,3
pg3_12,48,7,3
pg3_12,49,7,3
pg3_12,50,7,3
pg3_12,51,7,3
pg3_12,52,7,3
pg3_12,53,7,3
pg3_12,54,7,3
pg3_12,55,7,3
pg3_12,56,7,3
pg3_12,57,7,3
pg3_12,58,7,3
pg3_12,59,7,3
pg3_12,60,7,3
pg3_12,61,7,3
pg3_12,62,7,3
pg3_12,63,7,3
pg3_12,64,7,3
pg3_12,65,7,3
pg3_12,66,7,3
pg3_12,67,7,3
pg3_12,68,7,3
pg3_12,69,7,3
pg3_12,70,7,3
pg3_12,71,7,3
pg3_12,72,7,3
pg3_12,73,7,3
pg3_12,74,7,3
pg3_12,75,7,3
pg3_12,76,7,3
pg3_12,77,7,3
pg3_12,78,7,3
pg3_12,79,7,3
pg3_12,80,7,3
pg3_12,81,7,3
pg3_12,82,7,3
pg3_12,83,7,3
pg3_12,84,7,3
pg3_12,85,7,3
pg3_12,86,7,3
pg3_12,87,7,3
pg3_12,88,7,3
pg3_12,89,7,3
pg3_12,90,7,3
pg3_12,91,7,3
pg3_12,92,7,3
pg3_12,93,7,3
pg3_12,94,7,3
pg3_12,95,7,3
pg3_12,96,7,3
pg3_12,97,7,3
pg3_2,1,0,10
pg3_2,2,0,10
pg3_2,3,0,10
pg3_2,4,0,10
pg3_2,5,0,10
pg3_2,6,0,10
pg3_2,7,0,10
pg3_2,8,0,10
pg3_2,9,0,10
pg3_2,10,0,10
pg3_2,11,0,10
pg3_2,12,1,9
pg3_2,13,1,9
pg3_2,14,1,9
pg3_2,15,1,9
pg3_2,16,1,9
pg3_2,17,2,8
pg3_2,18,2,8
pg3_2,19,2,8
pg3_2,20,2,8
pg3_2,21,3,7
pg3_2,22,3,7
pg3_2,23,3,7
pg3_2,24,3,7
pg3_2,25,3,7
pg3_2,26,4,6
pg3_2,27,5,5
pg3_2,28,5,5
pg3_2,29,5,5
pg3_2,30,6,4
pg3_2,31,6,4
pg3_2,32,6,4
pg3_2,33,7,3
pg3_2,34,7,3
pg3_2,35,7,3
pg3_2,36,7,3
pg3_2,37,8,2
pg3_2,38,8,2
pg3_2,39,8,2
pg3_2,40,8,2
pg3_2,41,8,2
pg3_2,42,8,2
pg3_2,43,8,2
pg3_2,44,8,2
pg3_2,45,8,2
pg3_2,46,8,2
pg3_2,47,8,2
pg3_2,48,8,2
pg3_2,49,8,2
pg3_2,50,8,2
pg3_2,51,8,2
pg3_2,52,8,2
pg3_2,53,8,2
pg3_2,54,8,2
pg3_2,55,8,2
pg3_2,56,8,2
pg3_2,57,8,2
pg3_2,58,8,2
pg3_2,59,8,2
pg3_2,60,8,2
pg3_2,61,9,1
pg3_2,62,9,1
pg3_2,63,9,1
pg3_2,64,9,1
pg3_2,65,9,1
pg3_2,66,9,1
pg3_2,67,9,1
pg3_2,68,9,1
pg3_2,69,9,1
pg3_2,70,9,1
pg3_2,71,9,1
pg3_2,72,9,1
pg3_2,73,9,1
pg3_2,74,9,1
pg3_2,75,9,1
pg3_2,76,9,1
pg3_2,77,9,1
pg3_2,78,9,1
pg3_2,79,9,1
pg3_2,80,9,1
pg3_2,81,9,1
pg3_2,82,9,1
pg3_2,83,10,0
pg3_2,84,10,0
pg3_2,85,10,0
pg3_2,86,10,0
pg3_2,87,10,0
pg3_2,88,10,0
pg3_2,89,10,0
pg3_2,90,10,0
pg3_2,91,10,0
pg3_2,92,10,0
pg3_2,93,10,0
pg3_2,94,10,0
pg3_2,95,10,0
pg3_2,96,10,0
pg3_2,97,10,0
pg3_3,1,0,10
pg3_3,2,0,10
pg3_3,3,0,10
pg3_3,4,0,10
pg3_3,5,0,10
pg3_3,6,0,10
pg3_3,7,0,10
pg3_3,8,0,10
pg3_3,9,0,10
pg3_3,10,0,10
pg3_3,11,0,10
pg3_3,12,0,10
pg3_3,13,0,10
pg3_3,14,0,10
pg3_3,15,0,10
pg3_3,16,0,10
pg3_3,17,0,10
pg3_3,18,0,10
pg3_3,19,0,10
pg3_3,20,0,10
pg3_3,21,1,9
pg3_3,22,1,9
pg3_3,23,1,9
pg3_3,24,1,9
pg3_3,25,1,9
pg3_3,26,1,9
pg3_3,27,1,9
pg3_3,28,1,9
pg3_3,29,1,9
pg3_3,30,1,9
pg3_3,31,1,9
pg3_3,32,1,9
pg3_3,33,2,8
pg3_3,34,2,8
pg3_3,35,2,8
pg3_3,36,2,8
pg3_3,37,3,7
pg3_3,38,3,7
pg3_3,39,3,7
pg3_3,40,3,7
pg3_3,41,3,7
pg3_3,42,3,7
pg3_3,43,3,7
pg3_3,44,3,7
pg3_3,45,3,7
pg3_3,46,3,7
pg3_3,47,3,7
pg3_3,48,3,7
pg3_3,49,3,7
pg3_3,50,3,7
pg3_3,51,3,7
pg3_3,52,3,7
pg3_3,53,3,7
pg3_3,54,3,7
pg3_3,55,3,7
pg3_3,56,3,7
pg3_3,57,3,7
pg3_3,58,3,7
pg3_3,59,3,7
pg3_3,60,3,7
pg3_3,61,3,7
pg3_3,62,3,7
pg3_3,63,3,7
pg3_3,64,4,6
pg3_3,65,4,6
pg3_3,66,4,6
pg3_3,67,4,6
pg3_3,68,4,6
pg3_3,69,4,6
pg3_3,70,4,6
pg3_3,71,4,6
pg3_3,72,4,6
pg3_3,73,4,6
pg3_3,74,4,6
pg3_3,75,4,6
pg3_3,76,4,6
pg3_3,77,4,6
pg3_3,78,4,6
pg3_3,79,4,6
pg3_3,80,4,6
pg3_3,81,4,6
pg3_3,82,4,6
pg3_3,83,4,6
pg3_3,84,4,6
pg3_3,85,4,6
pg3_3,86,4,6
pg3_3,87,4,6
pg3_3,88,4,6
pg3_3,89,4,6
pg3_3,90,4,6
pg3_3,91,4,6
pg3_3,92,4,6
pg3_3,93,4,6
pg3_3,94,4,6
pg3_3,95,4,6
pg3_3,96,4,6
pg3_3,97,4,6
pg3_4,1,0,10
pg3_4,2,0,10
pg3_4,3,0,10
pg3_4,4,0,10
pg3_4,5,0,10
pg3_4,6,0,10
pg3_4,7,0,10
pg3_4,8,0,10
pg3_4,9,0,10
pg3_4,10,0,10
pg3_4,11,0,10
pg3_4,12,0,10
pg3_4,13,1,9
pg3_4,14,1,9
pg3_4,15,1,9
pg3_4,16,2,8
pg3_4,17,2,8
pg3_4,18,2,8
pg3_4,19,2,8
pg3_4,20,3,7
pg3_4,21,3,7
pg3_4,22,3,7
pg3_4,23,3,7
pg3_4,24,4,6
pg3_4,25,4,6
pg3_4,26,5,5
pg3_4,27,6,4
pg3_4,28,6,4
pg3_4,29,6,4
pg3_4,30,7,3
pg3_4,31,7,3
pg3_4,32,7,3
pg3_4,33,8,2
pg3_4,34,8,2
pg3_4,35,8,2
pg3_4,36,9,1
pg3_4,37,9,1
pg3_4,38,9,1
pg3_4,39,9,1
pg3_4,40,9,1
pg3_4,41,9,1
pg3_4,42,9,1
pg3_4,43,9,1
pg3_4,44,9,1
pg3_4,45,9,1
pg3_4,46,9,1
pg3_4,47,9,1
pg3_4,48,9,1
pg3_4,49,9,1
pg3_4,50,9,1
pg3_4,51,9,1
pg3_4,52,9,1
pg3_4,53,9,1
pg3_4,54,9,1
pg3_4,55,9,1
pg3_4,56,9,1
pg3_4,57,9,1
pg3_4,58,9,1
pg3_4,59,9,1
pg3_4,60,9,1
pg3_4,61,9,1
pg3_4,62,9,1
pg3_4,63,9,1
pg3_4,64,9,1
pg3_4,65,9,1
pg3_4,66,9,1
pg3_4,67,9,1
pg3_4,68,9,1
pg3_4,69,9,1
pg3_4,70,9,1
pg3_4,71,9,1
pg3_4,72,9,1
pg3_4,73,9,1
pg3_4,74,9,1
pg3_4,75,9,1
pg3_4,76,9,1
pg3_4,77,9,1
pg3_4,78,9,1
pg3_4,79,9,1
pg3_4,80,9,1
pg3_4,81,9,1
pg3_4,82,9,1
pg3_4,83,9,1
pg3_4,84,9,1
pg3_4,85,9,1
pg3_4,86,9,1
pg3_4,87,9,1
pg3_4,88,9,1
pg3_4,89,9,1
pg3_4,90,9,1
pg3_4,91,9,1
pg3_4,92,9,1
pg3_4,93,9,1
pg3_4,94,9,1
pg3_4,95,9,1
pg3_4,96,9,1
pg3_4,97,9,1
pg3_5,1,0,10
pg3_5,2,0,10
pg3_5,3,0,10
pg3_5,4,0,10
pg3_5,5,0,10
pg3_5,6,0,10
pg3_5,7,0,10
pg3_5,8,0,10
pg3_5,9,0,10
pg3_5,10,0,10
pg3_5,11,0,10
pg3_5,12,1,9
pg3_5,13,2,8
pg3_5,14,2,8
pg3_5,15,2,8
pg3_5,16,3,7
pg3_5,17,4,6
pg3_5,18,5,5
pg3_5,19,5,5
pg3_5,20,5,5
pg3_5,21,5,5
pg3_5,22,5,5
pg3_5,23,5,5
pg3_5,24,5,5
pg3_5,25,5,5
pg3_5,26,6,4
pg3_5,27,6,4
pg3_5,28,6,4
pg3_5,29,6,4
pg3_5,30,7,3
pg3_5,31,8,2
pg3_5,32,9,1
pg3_5,33,9,1
pg3_5,34,9,1
pg3_5,35,9,1
pg3_5,36,10,0
pg3_5,37,10,0
pg3_5,38,10,0
pg3_5,39,10,0
pg3_5,40,10,0
pg3_5,41,10,0
pg3_5,42,10,0
pg3_5,43,10,0
pg3_5,44,10,0
pg3_5,45,10,0
pg3_5,46,10,0
pg3_5,47,10,0
pg3_5,48,10,0
pg3_5,49,10,0
pg3_5,50,10,0
pg3_5,51,10,0
pg3_5,52,10,0
pg3_5,53,10,0
pg3_5,54,10,0
pg3_5,55,10,0
pg3_5,56,10,0
pg3_5,57,10,0
pg3_5,58,10,0
pg3_5,59,10,0
pg3_5,60,10,0
pg3_5,61,10,0
pg3_5,62,10,0
pg3_5,63,10,0
pg3_5,64,10,0
pg3_5,65,10,0
pg3_5,66,10,0
pg3_5,67,10,0
pg3_5,68,10,0
pg3_5,69,10,0
pg3_5,70,10,0
pg3_5,71,10,0
pg3_5,72,10,0
pg3_5,73,10,0
pg3_5,74,10,0
pg3_5,75,10,0
pg3_5,76,10,0
pg3_5,77,10,0
pg3_5,78,10,0
pg3_5,79,10,0
pg3_5,80,10,0
pg3_5,81,10,0
pg3_5,82,10,0
pg3_5,83,10,0
pg3_5,84,10,0
pg3_5,85,10,0
pg3_5,86,10,0
pg3_5,87,10,0
pg3_5,88,10,0
pg3_5,89,10,0
pg3_5,90,10,0
pg3_5,91,10,0
pg3_5,92,10,0
pg3_5,93,10,0
pg3_5,94,10,0
pg3_5,95,10,0
pg3_5,96,10,0
pg3_5,97,10,0
pg3_7,1,0,10
pg3_7,2,0,10
pg3_7,3,0,10
pg3_7,4,0,10
pg3_7,5,0,10
pg3_7,6,0,10
pg3_7,7,0,10
pg3_7,8,1,9
pg3_7,9,1,9
pg3_7,10,1,9
pg3_7,11,1,9
pg3_7,12,1,9
pg3_7,13,1,9
pg3_7,14,3,7
pg3_7,15,3,7
pg3_7,16,4,6
pg3_7,17,5,5
pg3_7,18,5,5
pg3_7,19,5,5
pg3_7,20,5,5
pg3_7,21,5,5
pg3_7,22,5,5
pg3_7,23,4,6
pg3_7,24,5,5
pg3_7,25,5,5
pg3_7,26,5,5
pg3_7,27,5,5
pg3_7,28,6,4
pg3_7,29,6,4
pg3_7,30,6,4
pg3_7,31,6,4
pg3_7,32,6,4
pg3_7,33,6,4
pg3_7,34,6,4
pg3_7,35,7,3
pg3_7,36,7,3
pg3_7,37,7,3
pg3_7,38,7,3
pg3_7,39,7,3
pg3_7,40,7,3
pg3_7,41,7,3
pg3_7,42,7,3
pg3_7,43,7,3
pg3_7,44,7,3
pg3_7,45,7,3
pg3_7,46,7,3
pg3_7,47,7,3
pg3_7,48,7,3
pg3_7,49,7,3
pg3_7,50,7,3
pg3_7,51,7,3
pg3_7,52,7,3
pg3_7,53,7,3
pg3_7,54,7,3
pg3_7,55,7,3
pg3_7,56,7,3
pg3_7,57,7,3
pg3_7,58,7,3
pg3_7,59,7,3
pg3_7,60,7,3
pg3_7,61,7,3
pg3_7,62,7,3
pg3_7,63,7,3
pg3_7,64,7,3
pg3_7,65,7,3
pg3_7,66,7,3
pg3_7,67,7,3
pg3_7,68,7,3
pg3_7,69,7,3
pg3_7,70,7,3
pg3_7,71,7,3
pg3_7,72,7,3
pg3_7,73,7,3
pg3_7,74,7,3
pg3_7,75,7,3
pg3_7,76,7,3
pg3_7,77,7,3
pg3_7,78,7,3
pg3_7,79,7,3
pg3_7,80,7,3
pg3_7,81,7,3
pg3_7,82,7,3
pg3_7,83,7,3
pg3_7,84,7,3
pg3_7,85,7,3
pg3_7,86,7,3
pg3_7,87,7,3
pg3_7,88,7,3
pg3_7,89,7,3
pg3_7,90,7,3
pg3_7,91,7,3
pg3_7,92,7,3
pg3_7,93,7,3
pg3_7,94,7,3
pg3_7,95,7,3
pg3_7,96,7,3
pg3_7,97,7,3
pg3_8,1,0,10
pg3_8,2,0,10
pg3_8,3,0,10
pg3_8,4,0,10
pg3_8,5,0,10
pg3_8,6,0,10
pg3_8,7,0,10
pg3_8,8,0,10
pg3_8,9,1,9
pg3_8,10,1,9
pg3_8,11,1,9
pg3_8,12,2,8
pg3_8,13,2,8
pg3_8,14,4,6
pg3_8,15,4,6
pg3_8,16,4,6
pg3_8,17,4,6
pg3_8,18,4,6
pg3_8,19,4,6
pg3_8,20,4,6
pg3_8,21,5,5
pg3_8,22,5,5
pg3_8,23,6,4
pg3_8,24,6,4
pg3_8,25,6,4
pg3_8,26,6,4
pg3_8,27,6,4
pg3_8,28,6,4
pg3_8,29,6,4
pg3_8,30,6,4
pg3_8,31,6,4
pg3_8,32,6,4
pg3_8,33,6,4
pg3_8,34,6,4
pg3_8,35,7,3
pg3_8,36,7,3
pg3_8,37,7,3
pg3_8,38,7,3
pg3_8,39,7,3
pg3_8,40,7,3
pg3_8,41,7,3
pg3_8,42,7,3
pg3_8,43,7,3
pg3_8,44,7,3
pg3_8,45,7,3
pg3_8,46,7,3
pg3_8,47,7,3
pg3_8,48,7,3
pg3_8,49,7,3
pg3_8,50,7,3
pg3_8,51,7,3
pg3_8,52,7,3
pg3_8,53,7,3
pg3_8,54,7,3
pg3_8,55,7,3
pg3_8,56,7,3
pg3_8,57,7,3
pg3_8,58,7,3
pg3_8,59,7,3
pg3_8,60,7,3
pg3_8,61,7,3
pg3_8,62,7,3
pg3_8,63,7,3
pg3_8,64,7,3
pg3_8,65,7,3
pg3_8,66,7,3
pg3_8,67,7,3
pg3_8,68,7,3
pg3_8,69,7,3
pg3_8,70,7,3
pg3_8,71,7,3
pg3_8,72,7,3
pg3_8,73,7,3
pg3_8,74,7,3
pg3_8,75,7,3
pg3_8,76,7,3
pg3_8,77,7,3
pg3_8,78,7,3
pg3_8,79,7,3
pg3_8,80,7,3
pg3_8,81,7,3
pg3_8,82,7,3
pg3_8,83,7,3
pg3_8,84,7,3
pg3_8,85,7,3
pg3_8,86,7,3
pg3_8,87,7,3
pg3_8,88,7,3
pg3_8,89,7,3
pg3_8,90,7,3
pg3_8,91,7,3
pg3_8,92,7,3
pg3_8,93,7,3
pg3_8,94,7,3
pg3_8,95,7,3
pg3_8,96,7,3
pg3_8,97,7,3
pg3_9,1,0,10
pg3_9,2,0,10
pg3_9,3,0,10
pg3_9,4,0,10
pg3_9,5,0,10
pg3_9,6,0,10
pg3_9,7,0,10
pg3_9,8,0,10
pg3_9,9,0,10
pg3_9,10,1,9
pg3_9,11,1,9
pg3_9,12,1,9
pg3_9,13,1,9
pg3_9,14,1,9
pg3_9,15,1,9
pg3_9,16,1,9
pg3_9,17,2,8
pg3_9,18,3,7
pg3_9,19,3,7
pg3_9,20,3,7
pg3_9,21,3,7
pg3_9,22,3,7
pg3_9,23,3,7
pg3_9,24,3,7
pg3_9,25,4,6
pg3_9,26,4,6
pg3_9,27,4,6
pg3_9,28,4,6
pg3_9,29,5,5
pg3_9,30,7,3
pg3_9,31,7,3
pg3_9,32,7,3
pg3_9,33,7,3
pg3_9,34,7,3
pg3_9,35,7,3
pg3_9,36,7,3
pg3_9,37,7,3
pg3_9,38,7,3
pg3_9,39,7,3
pg3_9,40,7,3
pg3_9,41,7,3
pg3_9,42,7,3
pg3_9,43,7,3
pg3_9,44,8,2
pg3_9,45,7,3
pg3_9,46,8,2
pg3_9,47,8,2
pg3_9,48,8,2
pg3_9,49,8,2
pg3_9,50,8,2
pg3_9,51,8,2
pg3_9,52,8,2
pg3_9,53,8,2
pg3_9,54,8,2
pg3_9,55,8,2
pg3_9,56,8,2
pg3_9,57,8,2
pg3_9,58,8,2
pg3_9,59,8,2
pg3_9,60,8,2
pg3_9,61,8,2
pg3_9,62,8,2
pg3_9,63,8,2
pg3_9,64,8,2
pg3_9,65,8,2
pg3_9,66,8,2
pg3_9,67,8,2
pg3_9,68,8,2
pg3_9,69,8,2
pg3_9,70,8,2
pg3_9,71,8,2
pg3_9,72,8,2
pg3_9,73,8,2
pg3_9,74,8,2
pg3_9,75,8,2
pg3_9,76,8,2
pg3_9,77,8,2
pg3_9,78,8,2
pg3_9,79,8,2
pg3_9,80,8,2
pg3_9,81,8,2
pg3_9,82,8,2
pg3_9,83,8,2
pg3_9,84,8,2
pg3_9,85,8,2
pg3_9,86,8,2
pg3_9,87,8,2
pg3_9,88,8,2
pg3_9,89,8,2
pg3_9,90,8,2
pg3_9,91,8,2
pg3_9,92,8,2
pg3_9,93,8,2
pg3_9,94,8,2
pg3_9,95,8,2
pg3_9,96,8,2
pg3_9,97,8,2
pg4_1,1,0,10
pg4_1,2,0,10
pg4_1,3,2,8
pg4_1,4,2,8
pg4_1,5,2,8
pg4_1,6,2,8
pg4_1,7,2,8
pg4_1,8,2,8
pg4_1,9,2,8
pg4_1,10,2,8
pg4_1,11,2,8
pg4_1,12,2,8
pg4_1,13,2,8
pg4_1,14,3,7
pg4_1,15,3,7
pg4_1,16,3,7
pg4_1,17,3,7
pg4_1,18,3,7
pg4_1,19,3,7
pg4_1,20,3,7
pg4_1,21,3,7
pg4_1,22,3,7
pg4_1,23,3,7
pg4_1,24,3,7
pg4_1,25,4,6
pg4_1,26,5,5
pg4_1,27,5,5
pg4_1,28,5,5
pg4_1,29,5,5
pg4_1,30,5,5
pg4_1,31,5,5
pg4_1,32,5,5
pg4_1,33,5,5
pg4_1,34,6,4
pg4_1,35,5,5
pg4_1,36,6,4
pg4_1,37,6,4
pg4_1,38,7,3
pg4_1,39,7,3
pg4_1,40,7,3
pg4_1,41,7,3
pg4_1,42,7,3
pg4_1,43,7,3
pg4_1,44,7,3
pg4_1,45,7,3
pg4_1,46,7,3
pg4_1,47,7,3
pg4_1,48,8,2
pg4_1,49,8,2
pg4_1,50,8,2
pg4_1,51,8,2
pg4_1,52,8,2
pg4_1,53,8,2
pg4_1,54,8,2
pg4_1,55,8,2
pg4_1,56,8,2
pg4_1,57,8,2
pg4_1,58,8,2
pg4_1,59,8,2
pg4_1,60,8,2
pg4_1,61,8,2
pg4_1,62,8,2
pg4_1,63,8,2
pg4_1,64,8,2
pg4_1,65,8,2
pg4_1,66,8,2
pg4_1,67,8,2
pg4_1,68,8,2
pg4_1,69,8,2
pg4_1,70,8,2
pg4_1,71,8,2
pg4_1,72,8,2
pg4_1,73,8,2
pg4_1,74,8,2
pg4_1,75,8,2
pg4_1,76,8,2
pg4_1,77,8,2
pg4_1,78,8,2
pg4_1,79,8,2
pg4_1,80,8,2
pg4_1,81,8,2
pg4_1,82,8,2
pg4_1,83,8,2
pg4_1,84,8,2
pg4_1,85,8,2
pg4_1,86,8,2
pg4_1,87,8,2
pg4_1,88,8,2
pg4_1,89,8,2
pg4_1,90,8,2
pg4_1,91,8,2
pg4_1,92,8,2
pg4_1,93,8,2
pg4_1,94,8,2
pg4_1,95,8,2
