,total_frames,mean_movement,median_movement,max_movement,movement_std,jumps_gt_005,jumps_gt_010,jumps_gt_020,mean_center_x,mean_center_y,std_center_x,std_center_y,min_center_x,max_center_x,min_center_y,max_center_y,mean_width,mean_height,std_width,std_height,min_width,max_width,min_height,max_height,width_change,height_change,width_growth_ratio,height_growth_ratio,mean_area,max_area,area_change,area_growth_ratio,mean_iou,min_iou,mean_match_cost,max_match_cost,class_transition_count,zm_el_count_75pct,zm_el_fraction_75pct,observed_zm_el_75pct,early_width,middle_width,late_width,early_height,middle_height,late_height,width_growth_early_late,height_growth_early_late
height_growth_ratio,,0.8248713736335536,0.6778206852675575,0.464231714746509,0.5877382373401773,,,,-0.014058367461273548,-0.02414777108735968,0.5481032380682108,0.8658961999240227,-0.02617618062167384,-0.0016843326044402877,-0.042377604143643534,-0.005087464938653798,-0.00534588143969199,0.4127289093800315,0.4067908103533869,0.9595903871821932,-0.10255141929926767,0.20118382593490183,0.13543331490077712,0.7585527709100524,0.39370039976974736,0.9874528948837018,0.4308988942678332,1.0,0.40824945416815506,0.7159189077480193,0.8070600323514562,0.8281900731105313,-0.830344495113529,-0.4757009646776364,0.8310957535277971,0.4743367495554885,0.3053735671527602,0.6002482156982755,0.6002482156982746,0.319711798278503,-0.10329361217136607,-0.0493269257075597,0.10810108312495094,0.1658137048555871,0.3097354077468011,0.6417865029670445,0.4001380591289169,0.9366707454916162
mean_area,,0.5165861506711629,0.41616307869529084,0.3311866142228415,0.40261601777516914,,,,-0.05891283351524338,-0.03206723170102145,0.46778279378217613,0.39701480766241826,-0.06938715601196849,-0.047808200192477716,-0.04031869866870371,-0.023750049418462166,0.5539908370904426,0.45705458759281276,0.48752259483212024,0.4419980843869013,0.4762230971977628,0.5951628996391921,0.36427380232571827,0.5158572550602726,0.4630653533185188,0.43116190065840265,0.43793083806971145,0.40824945416815506,1.0,0.8306950937362955,0.5934651513089757,0.5142546868243137,-0.4593040437101616,-0.2730919623915991,0.4659018952180874,0.2802358448751913,0.20402918856181781,0.36078175989115474,0.3607817598911545,0.2112207993691094,0.47813515520891325,0.5234697948277275,0.6064211176694775,0.3742089048814161,0.41620004896219887,0.5132815415424421,0.4901222843080168,0.42931289792804833
max_area,,0.8244146489972052,0.6390954267230993,0.45946081668823724,0.5968993745584881,,,,-0.036383140632315715,-0.014789974342165096,0.7466595507838759,0.6667686854585242,-0.0534941045506035,-0.018210249770212055,-0.028729654501673554,0.00011908392477878721,0.4272164962443481,0.38279427456737175,0.777609000757227,0.7065609689992213,0.2752056770905821,0.6726244763763304,0.21031591579799633,0.626817139600391,0.7656702168626064,0.7222794998834422,0.7674167009948966,0.7159189077480193,0.8306950937362955,1.0,0.9329399594845875,0.8885764004477048,-0.7875052211517266,-0.42077221756871924,0.7925333827217745,0.4252319359929673,0.3301659215612706,0.623154374867063,0.6231543748670627,0.34709221466971507,0.27767010947201787,0.35607521984943447,0.5783715152622029,0.21985441060376526,0.29939123719595573,0.5371903952074403,0.7633364819314075,0.67670794269432
area_change,,0.8867252161934221,0.6926165076554801,0.493193553627941,0.638119584694847,,,,-0.013847990263242906,-0.007600582554710833,0.8072090966436749,0.7318612530146388,-0.03221928118928393,0.005555585578947289,-0.022780012788962536,0.008760565743683656,0.2755620268136656,0.274682126578249,0.8352617465133909,0.7773291391935165,0.08626520633069672,0.5934489599010485,0.05920083421035487,0.5868467700686834,0.8214777070880354,0.7971380899736749,0.8436684417328845,0.8070600323514562,0.5934651513089757,0.9329399594845875,1.0,0.9875962425837554,-0.8682954279569152,-0.4737872228622835,0.8715569371691497,0.4758542495801077,0.3347162880472903,0.6711683385872977,0.6711683385872976,0.35406992869108456,0.09794975098129538,0.1944277807710888,0.4658098074283683,0.07629743063700849,0.18050272410145468,0.4722471236278808,0.8232836076410642,0.7497449481375296
area_growth_ratio,,0.8856106222819801,0.691271495059008,0.47784601318874176,0.6246111359859735,,,,-0.009750898340355937,-0.00676851717703106,0.8017189939596067,0.7452849654851316,-0.027846237356790947,0.009654724598340382,-0.022021297768332206,0.010111283193044718,0.23165435087354114,0.24183915549566878,0.8276828334399994,0.7831231398032009,0.03873212737765588,0.5617266145386295,0.016554914746595508,0.5685637599417251,0.8177871232727473,0.8078936224622288,0.8495192511200179,0.8281900731105313,0.5142546868243137,0.8885764004477048,0.9875962425837554,1.0,-0.8785049072580349,-0.47237147151963016,0.8806217284359654,0.4726652267905029,0.3361253540757945,0.6815537100075219,0.6815537100075209,0.3585556406032048,0.05238850499802502,0.1497157036013024,0.4264202409633599,0.03642676712505339,0.14815948636511111,0.44681187355728275,0.8155111601486933,0.7567019628147212
mean_iou,,-0.9828382388940239,-0.7363073535472336,-0.6431104731249129,-0.7874901638644345,,,,-0.0005528293566418371,0.028969129348571643,-0.7818503109698132,-0.8111154701047986,0.01658492404098711,-0.020526478501881894,0.04743087293335611,0.011765443475918133,-0.19183118380174638,-0.25173252900478815,-0.6786081624456256,-0.8085803820770421,-0.03549198650522544,-0.4754727289907694,-0.018267546791625518,-0.5779769716225264,-0.675854838902871,-0.811911355401645,-0.6927233235421812,-0.830344495113529,-0.4593040437101616,-0.7875052211517266,-0.8682954279569152,-0.8785049072580349,1.0,0.6641388781558879,-0.9998211928119605,-0.6623655202789256,-0.3464618108200404,-0.6847907630573018,-0.6847907630573009,-0.36902920801197436,-0.05036467876573799,-0.12393134612441638,-0.34768069326075984,-0.036982236630366004,-0.15915059759511135,-0.46191227300110294,-0.6522337975101792,-0.7831696890645524
min_iou,,-0.6579711689843444,-0.46283326815054443,-0.9639109846887592,-0.931288957994912,,,,0.014674260749349466,-0.0011236508704195252,-0.5657817675398397,-0.4909364014070289,0.02420734235649643,-0.0014030946184556067,0.010353219273829834,-0.011367456975468301,-0.06735920195510318,-0.18814211510897855,-0.3514670353947084,-0.5043325039705859,0.029862120358780744,-0.19320162388861278,-0.033903440786492295,-0.34626995022246243,-0.3051133841891548,-0.46736811031593944,-0.32050423872061945,-0.4757009646776364,-0.2730919623915991,-0.42077221756871924,-0.4737872228622835,-0.47237147151963016,0.6641388781558879,1.0,-0.6645562578468164,-0.999450295181067,-0.10170690709493035,-0.3589712147468244,-0.35897121474682436,-0.11979252664893782,0.016310911172604924,-0.03625555998368359,-0.15473603103343636,-0.05107914800525216,-0.13419966021474955,-0.3160478012429955,-0.3545248454567686,-0.5017377200670619
mean_match_cost,,0.986150790801382,0.7410483953453816,0.6463367680733968,0.7910374975116565,,,,-0.0002848731517015472,-0.028360201495472456,0.7870264415769945,0.8145420757887012,-0.01754798677362269,0.019765242647043355,-0.046832323323193786,-0.011069222001446275,0.19564756931740737,0.25461662404259866,0.6823512622915298,0.8115760813757528,0.039090367882909594,0.4793561949448059,0.02087068021097232,0.5806914932605348,0.6786230004870489,0.8135948131875171,0.6948309832052592,0.8310957535277971,0.4659018952180874,0.7925333827217745,0.8715569371691497,0.8806217284359654,-0.9998211928119605,-0.6645562578468164,1.0,0.6631405431772182,0.3468490435556548,0.6862760985626083,0.686276098562607,0.3693189368249648,0.05351931643755074,0.12743570311344973,0.35205149487444815,0.03921805645297242,0.16155066791924222,0.465420744142998,0.6562500383674648,0.78653049461385
max_match_cost,,0.6597140353793042,0.46702532228443394,0.971731084669604,0.9382568304218127,,,,-0.013638403143183632,0.0015200596664838955,0.5720737309923271,0.4924506767274804,-0.02327952590565046,0.002516635485653104,-0.009924085619041532,0.011794446661917753,0.07165620315673192,0.19024421653265824,0.3542734477229999,0.5059902426017646,-0.0253428621393846,0.19644512828852387,0.03665330466488527,0.3475776948795565,0.30593997464106687,0.4669728431605811,0.32067320638762475,0.4743367495554885,0.2802358448751913,0.4252319359929673,0.4758542495801077,0.4726652267905029,-0.6623655202789256,-0.999450295181067,0.6631405431772182,1.0,0.1012701993346537,0.3594641617529012,0.3594641617529016,0.11877321905108834,-0.012551650384122679,0.04053391984247981,0.1592197548423215,0.052861954430890486,0.13584769226714696,0.3185718111168777,0.35777698099085814,0.5039247093359496
class_transition_count,,0.3448977853103579,0.15191953675152775,0.10712850357964962,0.20535690812500257,,,,-0.007353311499324465,-0.016995862619717205,0.2550267363252678,0.23761824494555758,-0.013975396276560562,-0.0008266330185760863,-0.022823373314641484,-0.011470895866834602,0.11018821121183149,0.10843384231976345,0.2731992605005796,0.2572131634985775,0.05945523463434262,0.24382957426342922,0.050774486695332924,0.2431359203074968,0.31412019126161006,0.3054856321698299,0.31653038253168986,0.3053735671527602,0.20402918856181781,0.3301659215612706,0.3347162880472903,0.3361253540757945,-0.3464618108200404,-0.10170690709493035,0.3468490435556548,0.1012701993346537,1.0,0.6868595062775117,0.6868595062775115,0.9787672291563027,0.05711842465183058,0.08005506132906404,0.17028020929110152,0.047365593437875136,0.07452826958189002,0.17118641212402316,0.26560012881024714,0.24568904376837797
zm_el_count_75pct,,0.688722784546647,0.4603291146853384,0.36679845124717486,0.49162695106507204,,,,0.012664995196593254,-0.03462136596155492,0.5922020575642064,0.5632046578226257,-0.0008026925343762169,0.02693704928573956,-0.047279232892092064,-0.02275472044255681,0.18640763489658488,0.17965214869353888,0.5841781365777737,0.5608472637233136,0.06409017046068514,0.4377378165825855,0.0341862774522034,0.4329652665902761,0.6019647688548364,0.5943054103625325,0.6093457501919846,0.6002482156982755,0.36078175989115474,0.623154374867063,0.6711683385872977,0.6815537100075219,-0.6847907630573018,-0.3589712147468244,0.6862760985626083,0.3594641617529012,0.6868595062775117,1.0,0.9999999999999991,0.7071498185692855,0.06520437057881444,0.12474553718086939,0.3215323615682437,0.03443298902554047,0.10970199762894993,0.3267818165873171,0.5722772999119488,0.5431098326779282
zm_el_fraction_75pct,,0.6887227845466474,0.46032911468533755,0.3667984512471745,0.49162695106507215,,,,0.012664995196593221,-0.034621365961554906,0.5922020575642055,0.563204657822625,-0.0008026925343762194,0.02693704928573958,-0.047279232892092085,-0.022754720442556865,0.18640763489658435,0.1796521486935388,0.5841781365777736,0.5608472637233128,0.06409017046068496,0.43773781658258526,0.034186277452203366,0.4329652665902756,0.6019647688548355,0.5943054103625319,0.6093457501919838,0.6002482156982746,0.3607817598911545,0.6231543748670627,0.6711683385872976,0.6815537100075209,-0.6847907630573009,-0.35897121474682436,0.686276098562607,0.3594641617529016,0.6868595062775115,0.9999999999999991,1.0,0.7071498185692845,0.06520437057881436,0.12474553718086911,0.32153236156824355,0.034432989025540546,0.10970199762894996,0.326781816587318,0.5722772999119472,0.5431098326779262
observed_zm_el_75pct,,0.36616607959051173,0.16997258710864965,0.12029812965885886,0.2192701510814152,,,,-0.008797420939005793,-0.018171853997556987,0.27567250324727877,0.2533708561816155,-0.0157071251259085,-0.0016223639157492244,-0.024338174784235236,-0.012325446203570062,0.1141591942297074,0.1129163659679132,0.29806040527750194,0.2681258604649303,0.05873280372525757,0.25931909973686473,0.05198351725112821,0.2531068167831292,0.33808512418136977,0.3185493676135239,0.3405360593037384,0.319711798278503,0.2112207993691094,0.34709221466971507,0.35406992869108456,0.3585556406032048,-0.36902920801197436,-0.11979252664893782,0.3693189368249648,0.11877321905108834,0.9787672291563027,0.7071498185692855,0.7071498185692845,1.0,0.055560981293506374,0.08077270912145491,0.18104280585603905,0.04923351730963857,0.07787831936225108,0.17811826795517344,0.29096062178148857,0.25570399241322855
early_width,,0.08036232753470937,0.03049386536440413,0.020999454615656363,0.047187022732122656,,,,-0.096865541478717,-0.030796382996325315,0.14178183170554728,-0.050512264168277685,-0.10099563698203874,-0.09306667822026186,-0.030112606064953775,-0.03224715281831625,0.9749963311572742,-0.5105890807348873,0.23834330530136408,-0.10893049434639206,0.9912870352629504,0.783805848941861,-0.516757322699552,-0.3976699543405736,0.28620148510832705,-0.14533532472413915,0.20343712928588215,-0.10329361217136607,0.47813515520891325,0.27767010947201787,0.09794975098129538,0.05238850499802502,-0.05036467876573799,0.016310911172604924,0.05351931643755074,-0.012551650384122679,0.05711842465183058,0.06520437057881444,0.06520437057881436,0.055560981293506374,1.0,0.9886090322230903,0.8873649502471177,-0.5222329320587598,-0.5276929648605927,-0.44765142153603127,0.218895199641832,-0.1151377967074253
middle_width,,0.15620636815444836,0.09307116606354073,0.07724958166705816,0.10994135194959513,,,,-0.09191124386224711,-0.0325748045362881,0.23279203687625588,-0.0023571071391244192,-0.09796562431979614,-0.08617686699002863,-0.03271720816395152,-0.03301822809933337,0.993413690618693,-0.4939441749284924,0.3462866398834108,-0.05431209260428625,0.9750100941574091,0.8361403241709218,-0.5175147882937267,-0.3628253997844072,0.38108605689911457,-0.09377003909537511,0.30425950123526585,-0.0493269257075597,0.5234697948277275,0.35607521984943447,0.1944277807710888,0.1497157036013024,-0.12393134612441638,-0.03625555998368359,0.12743570311344973,0.04053391984247981,0.08005506132906404,0.12474553718086939,0.12474553718086911,0.08077270912145491,0.9886090322230903,1.0,0.9338849253607906,-0.5215577563029182,-0.5167177023162909,-0.41616278788992406,0.33624230430557933,-0.059305506596429684
late_width,,0.38495841555227606,0.273499447312507,0.19755602684541118,0.26878045368902154,,,,-0.07400412076015388,-0.02398048935780743,0.4979542639260343,0.1491366549848348,-0.0858212283670596,-0.061704092126566114,-0.027102100239700614,-0.021049094178413996,0.9668097950526676,-0.4004973294737057,0.6537744639249369,0.09544568614785319,0.8754891263332872,0.9649886335417504,-0.46047016816101377,-0.22001930442056042,0.6671309072681475,0.06341408912930209,0.6026740736493972,0.10810108312495094,0.6064211176694775,0.5783715152622029,0.4658098074283683,0.4264202409633599,-0.34768069326075984,-0.15473603103343636,0.35205149487444815,0.1592197548423215,0.17028020929110152,0.3215323615682437,0.32153236156824355,0.18104280585603905,0.8873649502471177,0.9338849253607906,1.0,-0.4626933738334702,-0.43917793008172806,-0.292332783088915,0.6441260093563916,0.08585076950653084
early_height,,0.058222950150147994,0.05379022544558708,0.05996243824744908,0.06484130921600015,,,,0.024911466106314135,-0.004097987324993326,-0.04619833617935479,0.13003559806197448,0.026625231269197032,0.024138208024999927,-0.006969368502758784,-0.0009321310377860451,-0.5106017547422234,0.9593457540305023,-0.12145345530177618,0.19821592674490005,-0.5111896898107736,-0.40609260747439035,0.9915512842502371,0.7522659390991971,-0.15716346710077211,0.2493167948670836,-0.1149624338618974,0.1658137048555871,0.3742089048814161,0.21985441060376526,0.07629743063700849,0.03642676712505339,-0.036982236630366004,-0.05107914800525216,0.03921805645297242,0.052861954430890486,0.047365593437875136,0.03443298902554047,0.034432989025540546,0.04923351730963857,-0.5222329320587598,-0.5215577563029182,-0.4626933738334702,1.0,0.9775935777958368,0.8381833241320193,-0.11279516128127572,0.18623694337904542
middle_height,,0.18011008298244668,0.17652288981091152,0.14090963804327086,0.1547742286214016,,,,0.02360903229947023,-0.01068267364539099,0.039155688355184945,0.2668618498499669,0.023568213053913854,0.02457112106074398,-0.01599476837314023,-0.004836364873681976,-0.5014976896927833,0.9910613116222764,-0.06643499240624774,0.35513092894988635,-0.5161085941445884,-0.37888746428393855,0.9630556327525722,0.831596972948083,-0.11130451196610959,0.38904382766665313,-0.06527920971454504,0.3097354077468011,0.41620004896219887,0.29939123719595573,0.18050272410145468,0.14815948636511111,-0.15915059759511135,-0.13419966021474955,0.16155066791924222,0.13584769226714696,0.07452826958189002,0.10970199762894993,0.10970199762894996,0.07787831936225108,-0.5276929648605927,-0.5167177023162909,-0.43917793008172806,0.9775935777958368,1.0,0.9144208806183111,-0.05397160958827271,0.35323719965299083
late_height,,0.4890166220459139,0.4470351676650091,0.33098964319040686,0.3857600161185742,,,,0.011696625259507444,-0.012863687756191467,0.27718439755018515,0.5872899561697826,0.00630682772914058,0.01760212995525957,-0.024604996987477097,-0.00026611449191805975,-0.386811942816448,0.9566342730737055,0.11498922709924347,0.6960206803100494,-0.4369338893562123,-0.21461959650234638,0.8243099244775256,0.9713165163826536,0.06515909304720643,0.707423705003995,0.11424559583789132,0.6417865029670445,0.5132815415424421,0.5371903952074403,0.4722471236278808,0.44681187355728275,-0.46191227300110294,-0.3160478012429955,0.465420744142998,0.3185718111168777,0.17118641212402316,0.3267818165873171,0.326781816587318,0.17811826795517344,-0.44765142153603127,-0.41616278788992406,-0.292332783088915,0.8381833241320193,0.9144208806183111,1.0,0.12400351302522551,0.6919476417590597
width_growth_early_late,,0.6813572708689296,0.5282115405706976,0.3832453959860372,0.4905305896645188,,,,0.0040881868541607636,0.0003423080407383351,0.8185920895470213,0.39941563959794124,-0.014068220477265686,0.023816110342991033,-0.007398292324181529,0.008952813317548797,0.42850425430877936,-0.0004882724652908929,0.9881540842760305,0.38270738219464256,0.20821759218982824,0.7418385126782006,-0.11717436717056111,0.19411895150331082,0.9370225021125134,0.375315804622908,0.9379213082258405,0.4001380591289169,0.4901222843080168,0.7633364819314075,0.8232836076410642,0.8155111601486933,-0.6522337975101792,-0.3545248454567686,0.6562500383674648,0.35777698099085814,0.26560012881024714,0.5722772999119488,0.5722772999119472,0.29096062178148857,0.218895199641832,0.33624230430557933,0.6441260093563916,-0.11279516128127572,-0.05397160958827271,0.12400351302522551,1.0,0.37269987545807665
height_growth_early_late,,0.803880556313829,0.7341196770639603,0.5168960157162329,0.6091052566910721,,,,-0.011904877081290935,-0.017749002159542462,0.5604954060490017,0.8858570666470288,-0.02388303572346068,-0.00024266218511259695,-0.03509976187279327,0.0007544915142598229,-0.020933438828512035,0.4534388509354823,0.3679220996699237,0.9914805347542422,-0.11044869188050091,0.1509250887103756,0.1724281620193852,0.7540065036185827,0.3254247153990324,0.9443790245211169,0.35799010012748056,0.9366707454916162,0.42931289792804833,0.67670794269432,0.7497449481375296,0.7567019628147212,-0.7831696890645524,-0.5017377200670619,0.78653049461385,0.5039247093359496,0.24568904376837797,0.5431098326779282,0.5431098326779262,0.25570399241322855,-0.1151377967074253,-0.059305506596429684,0.08585076950653084,0.18623694337904542,0.35323719965299083,0.6919476417590597,0.37269987545807665,1.0
