group,frame,object_count,mean_identity_distance,median_identity_distance,max_identity_distance,mean_nearest_distance,median_nearest_distance,max_nearest_distance,identity_is_nearest_count,identity_is_nearest_fraction
pg1_10,97,10,1.0030886298390023,1.0606601717798214,2.8284271247461903,1.0030886298390023,1.0606601717798214,2.8284271247461903,10,1.0
pg1_11,2,10,0.8446461113496084,0.75,1.5,0.8446461113496084,0.75,1.5,10,1.0
pg1_11,3,10,0.17071067811865476,0.0,0.7071067811865476,0.17071067811865476,0.0,0.7071067811865476,10,1.0
pg1_11,4,10,0.1,0.0,0.5,0.1,0.0,0.5,10,1.0
pg1_11,5,10,0.05,0.0,0.5,0.05,0.0,0.5,10,1.0
pg1_11,6,10,0.15,0.0,0.5,0.15,0.0,0.5,10,1.0
pg1_11,7,10,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0
pg1_11,8,10,0.05,0.0,0.5,0.05,0.0,0.5,10,1.0
pg1_11,9,10,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0
pg1_11,10,10,0.05,0.0,0.5,0.05,0.0,0.5,10,1.0
pg1_11,11,10,0.1,0.0,0.5,0.1,0.0,0.5,10,1.0
pg1_11,12,10,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0
pg1_11,13,10,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0
pg1_11,14,10,0.6090169943749475,0.0,5.5901699437494745,0.6090169943749475,0.0,5.5901699437494745,10,1.0
pg1_11,15,10,0.05,0.0,0.5,0.05,0.0,0.5,10,1.0
pg1_11,16,10,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0
pg1_11,17,10,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0
pg1_11,18,10,0.05,0.0,0.5,0.05,0.0,0.5,10,1.0
pg1_11,19,10,0.1,0.0,0.5,0.1,0.0,0.5,10,1.0
pg1_11,20,10,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0
pg1_11,21,10,0.41055512754639895,0.0,3.605551275463989,0.41055512754639895,0.0,3.605551275463989,10,1.0
pg1_11,22,10,0.05,0.0,0.5,0.05,0.0,0.5,10,1.0
pg1_11,23,10,0.223606797749979,0.0,2.23606797749979,0.223606797749979,0.0,2.23606797749979,10,1.0
pg1_11,24,10,0.36180339887498947,0.0,1.5,0.36180339887498947,0.0,1.5,10,1.0
pg1_11,25,10,0.12071067811865474,0.0,0.7071067811865476,0.12071067811865474,0.0,0.7071067811865476,10,1.0
pg1_11,26,10,0.1,0.0,0.5,0.1,0.0,0.5,10,1.0
pg1_11,27,10,0.2,0.0,0.5,0.2,0.0,0.5,10,1.0
pg1_11,28,10,0.05,0.0,0.5,0.05,0.0,0.5,10,1.0
pg1_11,29,10,0.15,0.0,0.5,0.15,0.0,0.5,10,1.0
pg1_11,30,10,0.258113883008419,0.0,1.5811388300841898,0.258113883008419,0.0,1.5811388300841898,10,1.0
pg1_11,31,10,0.15,0.0,0.5,0.15,0.0,0.5,10,1.0
pg1_11,32,10,0.15,0.0,1.0,0.15,0.0,1.0,10,1.0
pg1_11,33,10,0.1,0.0,0.5,0.1,0.0,0.5,10,1.0
pg1_11,34,10,0.1,0.0,0.5,0.1,0.0,0.5,10,1.0
pg1_11,35,10,0.15,0.0,0.5,0.15,0.0,0.5,10,1.0
pg1_11,36,10,0.17071067811865476,0.0,0.7071067811865476,0.17071067811865476,0.0,0.7071067811865476,10,1.0
pg1_11,37,10,0.2,0.0,0.5,0.2,0.0,0.5,10,1.0
pg1_11,38,10,0.15,0.0,1.0,0.15,0.0,1.0,10,1.0
pg1_11,39,10,0.28027756377319946,0.0,1.8027756377319946,0.28027756377319946,0.0,1.8027756377319946,10,1.0
pg1_11,40,10,0.05,0.0,0.5,0.05,0.0,0.5,10,1.0
pg1_11,41,10,0.2,0.0,1.0,0.2,0.0,1.0,10,1.0
pg1_11,42,10,0.15,0.0,1.0,0.15,0.0,1.0,10,1.0
pg1_11,43,10,0.15,0.0,0.5,0.15,0.0,0.5,10,1.0
pg1_11,44,10,0.22071067811865475,0.0,1.0,0.22071067811865475,0.0,1.0,10,1.0
pg1_11,45,10,0.1,0.0,0.5,0.1,0.0,0.5,10,1.0
pg1_11,46,10,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0
pg1_11,47,10,0.1914213562373095,0.0,0.7071067811865476,0.1914213562373095,0.0,0.7071067811865476,10,1.0
pg1_11,48,10,0.3118033988749895,0.25,1.118033988749895,0.3118033988749895,0.25,1.118033988749895,10,1.0
pg1_11,49,10,0.05,0.0,0.5,0.05,0.0,0.5,10,1.0
pg1_11,50,10,0.1,0.0,0.5,0.1,0.0,0.5,10,1.0
pg1_11,51,10,0.4549509756796392,0.25,2.5495097567963922,0.4549509756796392,0.25,2.5495097567963922,10,1.0
pg1_11,52,10,0.4618033988749895,0.0,3.0,0.4618033988749895,0.0,3.0,10,1.0
pg1_11,53,10,0.35,0.0,3.0,0.35,0.0,3.0,10,1.0
pg1_11,54,10,0.2,0.0,0.5,0.2,0.0,0.5,10,1.0
pg1_11,55,10,0.1914213562373095,0.0,0.7071067811865476,0.1914213562373095,0.0,0.7071067811865476,10,1.0
pg1_11,56,10,0.2,0.0,0.5,0.2,0.0,0.5,10,1.0
pg1_11,57,10,0.4118033988749895,0.5,1.118033988749895,0.4118033988749895,0.5,1.118033988749895,10,1.0
pg1_11,58,10,0.3207106781186547,0.25,1.0,0.3207106781186547,0.25,1.0,10,1.0
pg1_11,59,10,0.3,0.25,1.0,0.3,0.25,1.0,10,1.0
pg1_11,60,10,0.3414213562373095,0.5,0.7071067811865476,0.3414213562373095,0.5,0.7071067811865476,10,1.0
pg1_11,61,10,0.3207106781186547,0.25,1.0,0.3207106781186547,0.25,1.0,10,1.0
pg1_11,62,10,0.4699172818834085,0.5,1.5811388300841898,0.4699172818834085,0.5,1.5811388300841898,10,1.0
pg1_11,63,10,0.473606797749979,0.25,2.23606797749979,0.473606797749979,0.25,2.23606797749979,10,1.0
pg1_11,64,10,0.36180339887498947,0.25,1.118033988749895,0.36180339887498947,0.25,1.118033988749895,10,1.0
pg1_11,65,10,0.5329689509795746,0.25,2.9154759474226504,0.5329689509795746,0.25,2.9154759474226504,10,1.0
pg1_11,66,10,0.5121320343559643,0.5,1.0,0.5121320343559643,0.5,1.0,10,1.0
pg1_11,67,10,0.4618033988749895,0.5,1.118033988749895,0.4618033988749895,0.5,1.118033988749895,10,1.0
pg1_11,68,10,0.3414213562373095,0.25,1.0,0.3414213562373095,0.25,1.0,10,1.0
pg1_11,69,10,0.6621320343559642,0.6035533905932737,1.4142135623730951,0.6621320343559642,0.6035533905932737,1.4142135623730951,10,1.0
pg1_11,70,10,0.3414213562373095,0.25,1.0,0.3414213562373095,0.25,1.0,10,1.0
pg1_11,71,10,0.49062796000206327,0.5,1.5811388300841898,0.49062796000206327,0.5,1.5811388300841898,10,1.0
pg1_11,72,10,0.4414213562373095,0.5,0.7071067811865476,0.4414213562373095,0.5,0.7071067811865476,10,1.0
pg1_11,73,10,0.4414213562373095,0.25,1.4142135623730951,0.4414213562373095,0.25,1.4142135623730951,10,1.0
