group,object_index,mean_movement,median_movement,max_movement,movement_std,frame_count
pg2_7,1,1.2848106531872672,0.0,113.81783691495811,11.616698105111606,97
pg2_7,2,1.2639206130856593,0.0,112.49222195334218,11.477960780578094,97
pg2_7,3,0.6570621562487413,0.5,9.513148795220223,1.0932994725829863,97
pg2_7,4,0.8563650985646438,0.5,2.692582403567252,0.8528424703320399,97
pg2_7,5,0.5998042390103686,0.5,2.8284271247461903,0.6258682221064759,97
pg2_7,6,0.7752484966143481,0.5,5.522680508593631,0.9830297836454422,97
pg2_7,7,0.7129472653464748,0.5,3.2015621187164243,0.815661145433622,97
pg2_7,8,1.3469899088842594,1.0,8.54400374531753,1.4958516173068055,97
pg2_7,9,0.6834945005050531,0.5,2.5,0.59073714616675,97
pg2_8,0,0.6074310889739407,0.5,3.3541019662496847,0.677290556681947,97
pg2_8,1,0.7927036616047056,0.5,4.527692569068709,0.8377639842765365,97
pg2_8,2,0.27336084049082593,0.0,2.5,0.38149690879716536,97
pg2_8,3,1.1878003131730648,1.0590169943749475,4.123105625617661,1.1241676216017884,97
pg2_8,4,0.06807847818679935,0.0,2.1213203435596424,0.28200542730025396,97
pg2_8,5,1.0662553609060186,1.0,7.0,1.083889451114588,97
pg2_8,6,1.2638828043334076,1.118033988749895,9.013878188659973,1.2371428231525246,97
pg2_8,7,0.6567561766634628,0.5,2.9154759474226504,0.6793375034684546,97
pg2_8,8,1.5452838583316837,1.5811388300841898,8.276472678623424,1.3089223712626972,97
pg2_8,9,0.08705612834436909,0.0,2.23606797749979,0.2860334564475782,97
pg2_9,0,0.08237840534579151,0.0,5.408326913195984,0.5605309948699261,97
pg2_9,1,0.16917136962106624,0.0,7.826237921249264,0.8143617493036857,97
pg2_9,2,0.2409036755265055,0.0,8.06225774829855,0.8969461653463855,97
pg2_9,3,0.12215429191184224,0.0,6.726812023536855,0.6982498390214559,97
pg2_9,4,0.18763238384948422,0.0,7.810249675906654,0.8326889385660359,97
pg2_9,5,0.34200595325101646,0.0,6.946221994724902,0.7505861925491998,97
pg2_9,6,0.23650951360518727,0.0,4.031128874149275,0.63561053945691,97
pg2_9,7,0.15227392121073913,0.0,6.082762530298219,0.6470501052772535,97
pg2_9,8,0.5470628560156588,0.5,4.6097722286464435,0.6200113261319211,97
pg2_9,9,0.44869416634005815,0.5,6.082762530298219,0.8502176831405893,97
pg3_1,0,0.14524140373631603,0.0,3.5,0.4227089794659352,97
pg3_1,1,0.3083996148968337,0.0,4.123105625617661,0.6558996155785014,97
pg3_1,2,1.0896622966100613,0.5,10.04987562112089,1.5026750309374166,97
pg3_1,3,0.7528143031133222,0.5,20.554804791094465,2.1394637301576007,97
pg3_1,4,1.0493053268010528,1.118033988749895,3.5,0.9265101458819366,97
pg3_1,5,0.9714560646670387,0.5,12.5,1.6979933016558626,97
pg3_1,6,0.3370776848275256,0.0,4.924428900898052,0.6516565845804166,97
pg3_1,7,1.264942518221449,1.0590169943749475,6.576473218982953,1.2810043792076649,97
pg3_1,8,0.7535423723644953,0.5,4.0,0.8077824989498862,97
pg3_1,9,0.8806318180099586,0.5,5.408326913195984,1.0452942658279407,97
pg3_10,0,0.01877891289304161,0.0,1.8027756377319946,0.18399501804849736,97
pg3_10,1,0.08127891289304161,0.0,1.8027756377319946,0.24313303437931474,97
pg3_10,2,0.040875999805121216,0.0,2.1213203435596424,0.282649097188377,97
pg3_10,3,0.18679100766538323,0.0,2.692582403567252,0.385943484650738,97
pg3_10,4,0.6051522130298423,0.5,2.1213203435596424,0.6034455167509506,97
pg3_10,5,0.8549997484196309,0.7071067811865476,2.9154759474226504,0.7579170993371606,97
pg3_10,6,0.57439177552602,0.0,3.2015621187164243,0.7095373768425254,97
pg3_10,7,1.186864280798169,1.0590169943749475,6.5,1.091931678895529,97
pg3_10,8,0.7534349392781735,0.5,3.5355339059327378,0.7574488765683335,97
pg3_10,9,1.2587483648347295,1.5,13.209844813622906,1.5101169183961118,97
pg3_11,0,0.07291666666666667,0.0,2.5,0.2989381793744644,97
pg3_11,1,0.026557393299962418,0.0,2.5495097567963922,0.26020824993326735,97
pg3_11,2,0.8044017818982899,0.5,6.576473218982953,1.000694633661881,97
pg3_11,3,0.8353368140625671,0.5,5.5901699437494745,1.2301578464352612,97
pg3_11,4,0.5372091633574987,0.25,4.242640687119285,0.7454776372180152,97
pg3_11,5,0.9892203831760042,1.0,6.020797289396148,0.9322216317507087,97
pg3_11,6,0.9886150915251634,1.118033988749895,4.031128874149275,0.9592950222765536,97
pg3_11,7,1.27066486000667,1.4142135623730951,3.3541019662496847,1.0182515359816093,97
pg3_11,8,1.209130228509881,1.118033988749895,9.17877987534291,1.1625669994879508,97
pg3_11,9,0.7347898331344812,0.5,9.486832980505138,1.155845803355281,97
pg3_12,0,0.18326516977665855,0.0,4.47213595499958,0.5002707924029101,97
pg3_12,1,0.05354223900666936,0.0,3.640054944640259,0.3800940319896852,97
pg3_12,2,0.06770833333333333,0.0,5.0,0.5161588477788128,97
pg3_12,3,0.08157241557130522,0.0,2.9154759474226504,0.42749220168590435,97
pg3_12,4,0.3938243311392215,0.5,5.0,0.6014073847888491,97
pg3_12,5,0.787247225723204,0.5,2.5495097567963922,0.8721009920799396,97
pg3_12,6,0.7634212350771995,0.5,3.0,0.6653060214904474,97
pg3_12,7,0.8432036112373082,0.5,3.3541019662496847,0.8255443902097878,97
pg3_12,8,0.6323029314560803,0.5,3.1622776601683795,0.6437433967016797,97
pg3_12,9,0.5658574301500444,0.0,4.272001872658765,0.8192507192835141,97
pg3_2,0,0.8551796914948051,0.5,9.17877987534291,1.225999479455825,97
pg3_2,1,0.07478377850193883,0.0,4.47213595499958,0.4697491951356431,97
pg3_2,2,0.09223022881510089,0.0,3.3541019662496847,0.3725217641074011,97
pg3_2,3,0.10098463761761844,0.0,3.1622776601683795,0.4074439178026166,97
pg3_2,4,0.3068325263218368,0.0,4.6097722286464435,0.6321389327299566,97
pg3_2,5,1.2391920244609413,1.0,4.031128874149275,1.2304586228642331,97
pg3_2,6,0.8918810935326392,0.7071067811865476,3.605551275463989,0.8071171508256463,97
pg3_2,7,0.9844295274552796,0.5,13.583077707206124,1.6997407125036228,97
pg3_2,8,0.8870163042527145,0.5,17.00735135169495,1.898662685307536,97
pg3_2,9,0.8202447397359599,0.5,8.0156097709407,1.007399269749936,97
pg3_3,0,0.08502372562675396,0.0,3.1622776601683795,0.3599124563693436,97
